,Predicted_PCE,Predicted_FF,Predicted_Voc,Predicted_Jsc
512,6.0032206,58.140892,0.720009,14.471061
513,3.499127,56.57847,0.62094134,9.869694
514,2.2824268,38.998875,0.67001516,9.39152
515,1.9601189,35.35962,0.67001516,8.239781
516,0.030036436,28.970634,0.5100413,0.2400781
517,0.03981453,33.940845,0.19022192,0.56998634
518,3.0134356,46.69977,0.66001713,9.700007
519,8.936466,73.0948,0.7370083,16.735413
520,15.050652,77.0015,0.9899789,20.05021
521,13.122949,75.99924,0.9099916,18.966225
522,4.6192546,42.098114,0.9199874,11.900284
523,6.0501,48.09417,0.8599955,14.699701
524,4.780024,43.795143,0.6900274,15.34012
525,5.7125964,52.704033,0.74000716,14.639548
526,6.354237,56.486355,0.74000716,14.9949045
527,6.8368163,60.797657,0.74000716,15.332268
528,6.2705145,60.800625,0.6500175,16.020397
529,5.7983623,60.79977,0.6500175,14.759076
530,2.6700416,44.015842,0.6200192,9.658257
531,6.7505527,74.069275,0.47005585,19.010168
532,10.874367,66.93325,0.5000449,28.7632
533,7.8801546,69.999954,0.8100018,13.895941
534,7.406737,68.99618,0.79000247,14.109101
535,5.8239684,61.99443,0.79000247,11.597345
536,5.8203654,60.999634,0.7800021,12.120726
537,2.2144396,50.00006,0.8000006,4.8407106
538,8.258274,75.99706,0.720009,15.389967
539,10.986115,69.999756,0.7000117,20.000698
540,4.198542,60.001816,0.60002327,11.69053
541,4.198542,60.001816,0.60002327,11.69053
542,13.741461,72.001656,0.9199874,18.10071
543,12.383147,73.00995,0.9299875,18.180775
544,16.740776,84.9764,1.0198528,19.50725
545,16.200788,83.998276,1.009985,19.300192
546,1.1920279,64.00132,0.9299875,1.9999158
547,0.73035824,52.0001,0.74000716,1.9200071
548,1.5713238,41.999676,0.8100018,4.5914655
549,10.761918,69.000404,0.89999205,15.178965
550,11.001404,67.99846,0.9400234,17.218533
551,10.609119,66.997665,0.9500037,16.599249
552,9.100413,68.00034,0.89999205,14.900541
553,6.9962573,58.998592,0.9199874,12.808815
554,4.105827,50.59028,0.8799934,9.297588
555,4.5047154,53.7031,0.89999205,9.700201
556,11.88775,70.511444,0.8799934,19.182138
557,7.971745,70.34517,0.8799934,12.852387
558,2.2946393,35.605465,1.0799302,5.969697
559,2.308304,38.400967,0.9199874,6.5421877
560,4.7193832,54.294632,0.979992,8.870513
561,3.4717715,46.003155,0.95998526,7.8628154
562,3.4107146,43.10163,0.979992,8.070141
563,2.87149,41.00092,0.99998546,7.001025
564,3.960663,49.999405,0.9299875,8.510218
565,0.32111105,30.00033,0.67001516,1.7001007
566,0.14006889,30.00002,0.320115,1.5000159
567,0.4114217,28.000017,0.60002327,2.4288232
568,0.24967271,29.00033,0.60002327,1.4000478
569,1.0207812,29.000923,0.95998526,3.650984
570,1.9565716,28.000921,1.1498191,4.595312
571,1.3998284,30.80578,0.8399972,5.2099013
572,3.3265288,43.980923,0.8799934,7.789048
573,1.6314142,38.781384,0.89999205,4.655341
574,2.8694158,43.47392,0.95998526,6.7998953
575,5.00103,39.99902,0.7500048,16.300678
576,5.4834356,61.825203,0.81999993,10.797445
577,7.566096,64.81504,0.82534486,14.140966
578,3.3917131,54.9999,0.5600292,10.299486
579,3.1064665,53.99696,0.54003555,9.503649
580,3.7601042,69.82148,0.610021,8.7508135
581,5.6627865,63.198887,0.8799934,10.318162
582,2.769943,58.54118,1.1099678,4.7692566
583,3.403193,63.483555,0.60002327,8.8755045
584,11.3170805,63.987602,0.95998526,18.39228
585,13.704615,78.00265,0.86999446,20.699726
586,13.704615,78.00265,0.86999446,20.699726
587,5.40827,67.00003,0.8599955,9.399425
588,11.727655,65.98279,0.979992,17.7917
589,9.122422,77.99998,0.7600058,18.300913
590,7.3468103,65.0003,0.7500048,15.200181
591,9.163629,80.274086,0.89999205,13.158477
592,6.6223497,60.819,0.8599955,12.669712
593,14.2010765,81.70143,1.1099602,15.33085
594,14.030133,77.200516,1.1999639,14.191178
595,14.869488,81.702415,1.1999202,14.618676
596,15.5922575,82.50046,1.1999202,15.280089
597,6.796385,64.472885,0.74000716,14.285508
598,7.601268,65.101524,0.74000716,15.830686
599,7.6981673,69.6203,0.74000716,14.929471
600,7.99575,66.60186,0.74000716,16.18997
601,0.80046713,8.540677,17.15161,0.62108666
602,0.54591584,3.761243,10.938408,0.633073
603,8.841643,61.002056,0.79000247,18.458187
604,9.752851,59.004696,0.82999724,19.85955
605,8.770134,59.999016,0.74000716,19.723509
606,15.312514,75.499626,0.88099027,23.029562
607,20.547775,76.95192,1.129882,23.510056
608,1.1500705,73.09984,0.49104878,3.2004213
609,0.23576523,64.39976,0.4340564,0.8370758
610,0.2939169,66.19783,0.42407444,1.0495098
611,0.098294094,69.99959,0.32410973,0.42510772
612,0.23247598,68.80165,0.42007658,0.80501205
613,9.334953,62.99671,0.74000716,19.849976
614,2.4973822,49.37483,0.74510723,6.42081
615,1.2004936,45.400555,0.5000449,4.90019
616,5.3210697,63.001892,0.68518907,12.319008
617,6.163474,68.981804,0.7100125,12.680087
618,4.4020147,67.63764,0.8599955,8.170869
619,4.351175,67.35388,0.8599955,8.090313
620,15.715339,73.786606,1.0899639,19.09851
621,20.598879,80.001785,1.1393179,22.699965
622,14.938496,73.002525,1.0799302,18.6295
623,19.894045,77.998085,1.1699281,21.798067
624,18.093845,77.0048,1.0799302,21.700201
625,12.390933,80.498825,1.1899683,12.930167
626,6.290012,74.01086,0.610021,13.930474
627,1.9612387,54.000412,0.7000117,5.079895
628,4.5282807,77.99852,0.82900053,7.1689444
629,14.999873,65.99943,0.9899789,22.898323
630,17.997946,73.00011,1.0799302,22.799511
631,2.4519272,50.71351,0.48004755,10.099898
632,7.902793,68.99598,0.7500048,15.199327
633,3.172822,59.99968,0.5851721,9.03884
634,7.9605584,63.000576,0.76999956,16.539528
635,14.700652,60.50119,1.030009,23.6014
636,8.759458,51.800934,0.9299875,18.179815
637,9.481682,69.03346,0.7800021,17.343155
638,12.605257,63.400127,0.86999446,22.49897
639,8.799098,57.497883,0.8100018,17.798187
640,4.9013243,43.60867,0.74000716,15.200639
641,12.201542,73.172714,0.84999484,19.600245
642,12.0995035,72.50323,0.8599955,19.301512
643,11.898829,69.906334,0.89999205,19.00089
644,8.239541,69.99967,0.7800021,15.088811
645,5.80697,58.506153,0.6500175,15.279992
646,0.63176954,39.00031,0.5100413,3.2300005
647,0.09973635,23.400349,0.6200192,0.5000714
648,5.2016034,48.900703,0.82999724,12.800134
649,7.9009314,52.30167,0.82999724,18.100168
650,1.3993301,55.00209,0.6200192,1.9999145
651,2.9278986,65.86759,0.52004045,9.200241
652,1.3893291,47.00212,0.5700305,3.7996535
653,8.418224,69.00062,0.89999205,16.403137
654,8.122002,60.998642,0.8799934,15.073339
655,10.363591,71.00041,0.8799934,16.488525
656,9.404347,66.49172,0.7800021,18.122599
657,5.061643,59.09377,0.8799934,9.940095
658,13.701293,65.99972,0.89999205,23.001524
659,5.1823983,49.59772,0.9400234,11.110675
660,3.2952769,40.096092,0.95998526,8.6004
661,3.5167434,41.30312,0.89999205,9.500547
662,9.769869,73.365036,0.73000854,18.27559
663,12.343716,70.99921,0.82999724,20.090378
664,6.840895,42.999702,0.7800021,18.570786
665,20.901672,80.00558,1.1209388,24.000969
666,14.1959,71.99989,0.9199874,21.49841
667,10.030668,83.062195,1.5779048,7.6512556
668,16.69428,69.60071,0.6200192,38.696674
669,0.6001372,62.000305,0.44906375,2.0992308
670,16.1564,72.99963,1.059973,21.098246
671,15.590339,71.99985,1.009985,21.461504
672,9.270544,65.94985,0.82999724,16.992392
673,6.9481354,57.322483,0.8799934,13.699989
674,7.2952805,64.003586,0.9099916,12.197268
675,2.6034133,38.99932,0.82999724,8.099315
676,2.4391992,37.000237,0.84999484,7.839514
677,1.5122697,35.000053,0.7000117,6.210578
678,0.19130264,35.00015,0.44006157,1.4001305
679,0.44675985,40.003124,0.4600563,2.784865
680,0.19130264,35.00015,0.44006157,1.4001305
681,2.7432446,59.996853,0.54003555,8.450422
682,4.5649824,45.596497,0.979992,10.2394705
683,1.9196811,30.49143,1.009985,6.2480445
684,0.71032315,28.596615,0.75293374,3.2900662
685,1.0892063,38.459126,0.7500048,3.7093809
686,4.7611732,60.99737,0.74000716,10.537943
687,7.4604807,72.29445,1.5099089,6.730774
688,1.1271081,35.00007,0.5700305,4.7995853
689,7.1578913,63.000076,0.8799934,15.200342
690,12.613991,74.18766,0.9280523,21.000265
691,16.786552,74.190636,1.0267761,22.002537
692,8.0145235,68.432434,0.7340096,16.500757
693,18.03364,73.010025,1.1600039,22.663126
694,8.41533,56.157104,0.38008153,34.956974
695,1.0183458,24.999949,0.5100413,5.8503246
696,1.1677595,51.00039,0.60002327,3.149929
697,2.410162,30.000286,0.60002327,13.5001955
698,2.5789843,47.00203,0.60002327,8.409452
699,1.249782,25.9997,0.37009126,12.9506445
700,16.002752,73.60194,0.86999446,25.200548
701,7.4545536,61.985477,1.3100389,8.743721
702,4.2593036,70.99983,0.526041,11.3997555
703,6.061735,70.20112,0.5360332,16.100225
704,6.705511,68.300934,0.5570505,17.79221
705,3.5807188,61.721485,0.81999993,7.062559
706,3.057198,62.295277,0.74000716,6.6474705
707,2.5174384,58.52639,0.67001516,6.4854155
708,0.9104751,42.002518,0.7800021,2.7600567
709,4.571319,52.27475,0.66001713,13.241276
710,2.9686313,50.00064,0.610021,8.921262
711,2.777605,56.000267,0.610021,8.148252
712,2.9179914,52.999893,0.6200192,8.900989
713,7.0880775,59.99854,0.76999956,11.001717
714,11.969147,68.52729,0.8599955,20.316097
715,12.587621,65.08744,1.0198528,18.191736
716,10.039576,71.00043,0.7800021,17.538269
717,17.411497,79.62024,1.1099602,19.688967
718,17.900114,85.20943,0.9969848,21.071579
719,17.909283,85.23842,0.9969848,21.079214
720,17.889574,85.24847,0.9969848,21.079214
721,15.126871,74.16842,1.4499168,14.035634
722,12.209201,72.28006,1.2198853,13.899548
723,10.457444,67.30494,1.1393616,13.578574
724,12.457132,73.40203,1.2399956,14.207987
725,12.345946,61.48986,1.4299569,14.09979
726,7.6282763,82.59431,1.8498828,4.990437
727,5.059375,83.26788,1.7798938,3.7897074
728,4.7802796,83.601166,1.8598748,3.0799665
729,8.308939,54.6034,1.4499168,10.607556
730,6.5721135,65.0006,0.590025,17.266155
731,5.8384814,65.99905,0.5700305,15.44982
732,1.6023988,57.001797,0.58002824,4.871545
733,12.952869,64.49436,0.8899919,22.57174
734,8.811618,61.306404,0.9099916,15.789759
735,7.3740625,58.435986,0.86999446,14.520615
736,6.9101496,57.090508,0.81999993,14.757487
737,9.990825,67.80431,0.74510723,19.801016
738,11.440257,68.3094,0.7800021,21.469168
739,7.035602,63.02414,0.8899919,12.549071
740,6.5272675,63.3387,0.84999484,12.110377
741,5.783706,60.095013,0.8399972,11.118262
742,5.5611777,51.519196,0.9400234,11.479905
743,10.3512,76.457016,0.9299875,16.199652
744,16.098795,75.00018,0.85282624,25.200342
745,2.0533419,53.000134,0.7600058,5.078812
746,12.168916,74.37053,0.76999956,20.68015
747,19.882238,75.997734,1.1199586,23.302952
748,8.218865,68.002556,0.8599955,15.199665
749,7.891241,67.00429,0.86999446,14.80014
750,9.151328,70.998985,0.8799934,16.501389
751,8.767562,68.999985,0.8899919,15.799719
752,8.921019,69.996796,0.89999205,16.178158
753,9.365888,72.00086,0.9099916,16.900743
754,9.687818,74.000145,0.9199874,17.399067
755,12.093221,75.000244,0.9299875,17.79219
756,13.052157,77.008766,0.9400234,18.324333
757,13.244217,77.99278,0.9500037,18.707108
758,8.719529,63.46064,0.8599955,15.972998
759,9.162639,70.09294,0.8439462,15.478987
760,5.6021423,50.470287,0.6459216,16.039186
761,5.349476,53.17217,0.6300172,15.946506
762,4.350934,44.113445,0.6369214,15.46973
763,5.260357,53.716915,0.62588835,15.629943
764,13.406039,80.01954,1.0699717,14.526848
765,20.269426,76.99908,1.1497754,22.912605
766,1.7956947,52.99975,0.8899919,3.8992743
767,9.478507,63.999626,0.71819234,20.589035
768,9.192307,65.50116,0.7140916,19.761662
769,9.063869,67.8003,0.70900553,18.80824
770,18.478962,75.99769,1.0699717,22.699785
771,20.301641,77.99964,1.1393179,22.897978
772,21.886961,80.01594,1.1600039,23.00043
773,13.605219,69.0003,0.9899789,20.039341
774,8.072628,57.97596,0.8551623,16.289198
775,10.450522,63.73036,0.45106035,36.340115
776,11.810688,65.23037,0.4780552,37.88971
777,17.808784,78.41984,1.1099602,20.900599
778,18.396584,79.29174,1.1099602,20.90057
779,16.81523,75.00402,1.0799302,20.702126
780,15.407279,73.79515,1.030009,20.299929
781,6.4581704,60.0004,1.3100389,7.4417396
782,8.040915,68.99892,1.3600091,8.571216
783,1.4997729,43.00044,0.6300172,5.5001764
784,4.310972,57.00174,0.7000117,10.900431
785,3.6907156,65.00016,0.60002327,9.226174
786,3.7002573,65.99866,0.60002327,9.39047
787,3.5006912,65.00003,0.60002327,8.961782
788,3.9912684,65.98877,0.58002824,10.224587
789,4.1995015,67.99846,0.60002327,10.327926
790,5.102806,68.00148,0.66001713,11.900054
791,5.4994154,65.000305,0.67001516,12.641212
792,5.0805087,63.999474,0.73000854,10.830672
793,7.240078,62.00399,0.7100125,16.48912
794,2.6613321,46.999622,0.7600058,7.4919086
795,4.2423205,54.00189,0.82999724,9.398891
796,4.939593,51.001244,0.5100413,18.779915
797,4.9217405,51.999325,0.48004755,19.491581
798,2.5703335,40.000076,0.35009858,18.570107
799,7.6831427,63.43267,0.89999205,11.907106
800,5.299823,67.99912,0.7800021,9.950585
801,2.5636969,53.001633,1.030009,4.69187
802,2.9589195,52.001,1.030009,5.698999
803,3.1708612,49.999783,1.1799645,5.35018
804,4.097848,62.991135,0.81999993,7.949815
805,7.933675,56.00096,0.8599955,16.608194
806,10.562093,67.002014,0.9500037,16.096169
807,5.2879114,52.9999,0.8799934,10.598987
808,4.7001543,65.00136,0.9700028,7.499335
809,5.4005136,60.000187,1.1699718,7.7369776
810,8.267659,70.00041,0.82999724,14.179125
811,6.1140666,52.99712,0.81999993,13.969714
812,6.0282373,53.998825,0.76999956,11.406379
813,7.0810866,61.99475,0.8100018,13.522475
814,6.6142473,55.999554,0.8899919,11.219869
815,12.500699,60.997505,0.9299875,21.699339
816,14.299882,66.00015,0.95998526,22.499517
817,2.230649,40.21005,0.318127,17.38063
818,7.039183,74.702385,1.5898985,5.9305263
819,11.28962,68.00017,1.0500355,15.5052595
820,10.001199,65.454384,0.8399972,18.251446
821,6.664755,51.633167,0.8899919,14.150023
822,9.952897,66.766106,0.82999724,17.660162
823,6.340857,46.195816,0.82999724,16.329145
824,7.8554597,69.62493,1.3709553,8.2204685
825,7.11262,72.1804,1.386953,7.10026
826,8.01692,68.89668,0.7500048,15.499544
827,9.246824,69.34551,0.8100018,16.490486
828,15.176304,65.00123,0.979992,23.620024
829,15.398672,67.00019,0.95998526,23.810793
830,12.739606,56.000183,0.9400234,23.75948
831,7.611111,54.049522,0.9199874,19.029882
832,17.044039,69.621124,1.059973,23.248966
833,10.300022,64.70032,0.53123456,29.960653
834,11.048857,63.299194,0.84999484,20.202168
835,14.609815,68.29825,0.95998526,22.303741
836,9.59457,68.809685,0.74671865,18.670563
837,10.796315,69.79446,0.79592365,19.399908
838,10.533916,68.50032,0.7639804,20.110891
839,10.207672,68.097046,0.75293374,19.884089
840,0.18124631,38.000584,0.36009398,1.3200185
841,0.07303496,21.000547,0.6300172,0.21009901
842,0.061064225,35.000187,0.37009126,0.47000492
843,0.0054877577,30.000278,0.13024876,0.12019572
844,4.1996245,65.70178,0.79592365,8.130131
845,11.973407,73.99265,0.98598075,17.214834
846,15.68832,74.00274,1.0198528,20.300531
847,11.277538,72.7008,0.89999205,17.210062
848,16.011126,80.21092,1.0198528,19.5207
849,13.340772,76.30388,1.039978,16.87916
850,15.601065,78.2957,0.9700028,20.428818
851,5.8500943,48.497456,1.0198528,11.831045
852,10.241571,63.696198,0.8799934,18.269714
853,12.110532,63.975327,0.95998526,19.699045
854,14.469842,74.316925,0.89999205,21.642838
855,5.2519994,48.00013,0.720009,10.852909
856,17.73572,74.52302,1.0899639,20.757416
857,19.239202,77.889084,1.0198528,24.30749
858,7.987846,56.532993,0.78497267,17.990587
859,0.07681479,30.463257,0.19022192,0.83705205
860,13.300172,76.07697,1.1199586,15.600624
861,7.3245425,67.689255,0.7370083,14.699216
862,7.2800403,54.00048,0.84999484,15.61883
863,8.931998,56.000263,0.86999446,18.431221
864,10.160399,57.00265,0.8899919,20.118761
865,2.630547,51.03841,0.82999724,5.2517734
866,1.8025137,51.796497,0.8899919,3.8003945
867,1.4824653,47.000607,0.720009,4.400179
868,0.98034316,41.639465,0.5300365,4.4405513
869,5.6495013,62.040443,0.63998854,13.541784
870,4.3017077,60.997326,0.79000247,8.902727
871,5.8718057,67.00064,0.7672244,11.473094
872,6.332279,67.999664,0.79592365,11.670717
873,6.1611137,67.999954,0.79214555,11.455268
874,8.701325,62.905277,0.690966,20.198683
875,6.639893,64.981995,0.7808073,17.791618
876,8.200462,61.626873,0.7340096,17.239174
877,7.46095,58.978962,0.7340096,17.239166
878,7.1400123,56.7137,0.8980767,14.107585
879,5.86172,47.402977,0.8354167,14.821434
880,8.916211,65.59054,0.7808073,17.389887
881,8.268771,62.795567,0.7590783,17.371706
882,6.912453,61.303326,0.87252736,12.908943
883,3.283273,44.704166,0.87301135,8.390751
884,8.511847,64.88543,0.92694706,14.149082
885,2.3795323,43.909054,0.9048323,5.9880605
886,9.331322,60.99604,1.0198528,15.201535
887,5.5897446,59.98189,0.9099916,10.217474
888,15.35608,77.99702,1.1099602,18.317762
889,4.4071827,49.001434,0.6200192,14.399808
890,5.2024837,56.000137,0.8000006,11.000224
891,2.8040645,65.0004,0.7370083,6.599938
892,6.144393,67.98612,0.7428561,10.101075
893,5.1013637,61.001724,0.7380097,11.400458
894,5.8944254,65.99914,0.755105,11.799399
895,6.703778,68.995514,0.7492956,13.0022
896,17.017864,71.0006,1.0500355,22.717028
897,2.4701693,36.484447,0.7600058,8.441233
898,9.408648,54.12636,0.79000247,20.890127
899,11.438404,68.130486,0.82999724,19.6894
900,5.9428,63.995556,0.5100413,17.66024
901,5.700205,61.998814,0.5100413,18.034883
902,5.2398973,63.00039,0.47005585,17.57874
903,3.5792809,46.001167,0.45006222,16.920141
904,1.1794806,42.000206,0.30012184,9.340303
905,0.41073227,47.899494,0.44405773,1.9297715
906,0.71029675,32.932877,0.26914322,6.480024
907,5.858411,53.28942,0.95998526,13.207696
908,7.69156,56.002216,0.720009,19.090704
909,1.0124539,44.002117,0.73000854,3.130847
910,0.41058496,38.999504,0.7000117,1.5100882
911,0.5405512,27.00045,0.680013,2.9704497
912,0.3109588,29.00087,0.6900274,1.5300919
913,1.1992271,35.999535,2.3248222,1.4260483
914,16.569723,77.0026,1.0267761,21.046673
915,17.448505,78.998764,1.0316954,21.469719
916,16.883036,77.000565,1.0460807,20.918633
917,17.516043,78.00223,1.0680908,21.181967
918,19.830286,83.002975,1.0812451,22.22136
919,19.240824,80.997574,1.0854803,21.965855
920,5.522831,54.001987,0.6500175,15.670565
921,4.4678226,65.000694,0.590025,11.567259
922,6.7893424,61.00105,0.7000117,17.087215
923,7.3099513,61.0025,0.73000854,17.096455
924,7.429882,71.9167,0.89999205,11.480937
925,30.10573,89.92,1.259826,26.60889
926,2.6615353,51.002605,0.73000854,7.1167274
927,1.989096,47.999214,0.67001516,6.1702538
928,3.5956452,45.999634,0.6139661,12.499979
929,3.9008186,46.000244,0.61213285,13.799576
930,2.4367046,49.979046,0.82999724,5.5250053
931,9.543201,67.80083,0.74603194,18.861673
932,14.895303,71.25218,1.0248793,20.022173
933,15.829985,73.80066,1.0586963,20.268589
934,11.519821,68.99956,0.9400234,17.797981
935,16.599386,73.39912,1.039978,21.801214
936,18.959164,75.52193,1.059973,23.700024
937,1.1708391,27.600225,0.6139661,6.890162
938,1.754481,48.001987,0.66001713,5.098253
939,0.32089365,35.999817,0.4900476,1.7900383
940,10.707951,60.99565,0.8000006,22.001165
941,0.9497605,30.469984,0.6500175,4.503625
942,16.61085,71.137764,0.8899919,27.020311
943,5.328493,51.04817,0.8000006,11.494096
944,3.1523497,37.766964,0.720009,10.108701
945,5.439377,59.90217,0.9299875,9.76632
946,4.5609,59.999928,0.9500037,8.000788
947,6.922726,65.28084,0.9299875,11.399715
948,4.528699,52.042564,0.979992,8.508063
949,9.948922,74.00036,0.9199874,14.61051
950,6.1492357,67.09907,0.84999484,10.790356
951,6.101261,47.400826,0.9199874,13.980401
952,9.300658,68.68732,0.9099916,14.868954
953,4.1538906,48.21145,0.9099916,9.468966
954,5.673149,54.700516,1.030009,10.070929
955,5.1109977,64.806755,0.9199874,8.580846
956,6.7488174,66.40164,0.9199874,11.046642
957,2.1317394,45.9972,0.9099916,5.170024
958,5.410412,65.99653,0.89999205,8.599781
959,7.9225864,69.999855,0.9500037,11.857927
960,4.1613846,75.0002,0.8799934,6.299165
961,5.2508855,70.00129,0.9400234,5.260401
962,5.6410437,64.99846,0.86999446,9.939237
963,2.9818606,53.589947,0.8799934,6.3218307
964,5.0470047,59.095036,0.8599955,9.939893
965,5.0699253,58.984535,0.95998526,10.319234
966,5.0349994,59.99824,0.9700028,8.669525
967,5.2922263,59.00072,0.9700028,8.909846
968,2.6451652,35.998024,0.8399972,8.506272
969,1.4702724,28.000027,0.8100018,6.290358
970,8.317542,72.90862,0.7600058,14.511112
971,0.5304548,47.000427,0.43006486,2.8907645
972,0.44013897,41.00081,0.43006486,2.7302508
973,19.600237,80.27716,1.0999627,21.810257
974,2.6204998,56.877434,0.95998526,4.80998
975,2.5293999,61.324783,0.89999205,4.590787
976,2.8110273,43.732773,1.1799645,5.527859
977,3.2097554,49.467915,1.1498191,5.6318564
978,3.5871542,55.212624,1.129918,5.69948
979,3.557963,56.104256,0.8399972,6.8125134
980,4.15345,59.871593,0.84999484,8.132168
981,4.1785197,62.514694,0.8399972,7.950454
982,1.6100055,55.999542,0.49104878,5.8694057
983,0.18055405,55.000896,0.26914322,1.1999587
984,12.73081,63.86243,0.5836778,37.1975
985,14.020624,71.10524,0.9157475,21.551212
986,7.42093,56.390766,0.87252736,15.083341
987,14.012152,70.71032,0.8990484,20.740282
988,13.469408,71.60362,0.8980767,20.936106
989,4.198451,60.999416,1.0500355,6.4996657
990,4.6170874,59.998398,0.86999446,8.800627
991,4.3956256,61.997047,0.9899789,7.2986164
992,2.4527009,38.999714,0.9199874,6.7704487
993,4.053526,59.999672,0.89999205,7.5401144
994,0.36832494,29.0004,0.5000449,2.5691907
995,2.2607543,33.605793,0.99998546,6.719094
996,10.199123,68.60187,0.95998526,15.49979
997,10.60104,71.200096,0.95998526,15.50101
998,5.902496,58.907307,0.84999484,11.79776
999,6.400527,61.843285,0.86999446,12.315272
1000,9.383074,67.93717,0.9356706,14.931892
1001,9.4286175,70.237045,0.92694706,14.991825
1002,10.285349,71.610435,0.9280523,15.469383
1003,11.006678,75.001625,0.93783695,15.639913
1004,10.155567,77.19283,0.89999205,14.646089
1005,9.725224,77.60882,0.9048323,14.188892
1006,21.220661,80.26525,1.1899246,21.887388
1007,9.402114,68.02094,0.81999993,15.62902
1008,11.457951,67.000336,0.84999484,16.799284
1009,7.171387,72.988495,0.9899789,9.823954
1010,2.8470407,35.99688,0.8799934,8.601072
1011,3.7617877,37.99919,0.8399972,11.900139
1012,3.1002684,32.000275,0.9299875,10.300214
1013,2.920604,32.99877,0.89999205,9.730717
1014,8.031936,61.239265,1.1199946,11.660795
1015,8.136011,66.10861,0.7600058,15.390423
1016,8.623759,68.41864,0.76999956,15.500314
1017,5.401142,65.99927,0.60002327,13.740406
1018,22.8474,82.486015,1.1749375,23.999184
1019,21.649902,80.87698,1.126954,23.74993
1020,5.8806643,59.238705,0.8100018,12.100541
1021,5.329568,62.31195,1.5699004,5.41826
